,sentence_id,sentence,category,sentiment
1104,121:01:00,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",MOTHERBOARD#QUALITY,negative
1105,121:01:00,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",OPTICAL_DRIVES#QUALITY,negative
1106,121:01:00,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",SUPPORT#QUALITY,negative
1107,121:01:00,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",LAPTOP#QUALITY,negative
1108,121:02:00,"It was slow, locked up, and also had hardware replaced after only 2 months!",LAPTOP#OPERATION_PERFORMANCE,negative
1109,121:02:00,"It was slow, locked up, and also had hardware replaced after only 2 months!",HARDWARE#QUALITY,negative
1110,121:03:00,"So, buyers beware!",LAPTOP#GENERAL,negative
1114,366:03:00,"It is made better, thicker, and all out tough!",LAPTOP#QUALITY,positive
1115,366:03:00,"It is made better, thicker, and all out tough!",LAPTOP#DESIGN_FEATURES,positive
1116,366:04:00,I droped this once from thetable when my baby girl grabed me one day and IT is still working with NO issues!,LAPTOP#QUALITY,positive
1117,366:05:00,"I love the easy to see screen, and It works well for work, persoal or just play.",DISPLAY#USABILITY,positive
1118,366:05:00,"I love the easy to see screen, and It works well for work, persoal or just play.",LAPTOP#MISCELLANEOUS,positive
1119,366:06:00,I tell everyone I see out looking to get this or another Toshiba.,LAPTOP#GENERAL,positive
1120,366:06:00,I tell everyone I see out looking to get this or another Toshiba.,COMPANY#GENERAL,positive
1122,366:08:00,My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!,COMPANY#GENERAL,positive
1123,366:09:00,"I just love this lap top, I just wish it were all silver or they had all black.",LAPTOP#GENERAL,positive
1125,366:10:00,That is my only complaint!,LAPTOP#DESIGN_FEATURES,negative
1126,366:11:00,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,LAPTOP#GENERAL,positive
1127,366:11:00,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,LAPTOP#PRICE,positive
1128,366:12:00,WOULD PAY MORE FOR IT IF I HAD TOO!,LAPTOP#GENERAL,positive
1129,366:12:00,WOULD PAY MORE FOR IT IF I HAD TOO!,LAPTOP#PRICE,positive
1133,300:03:00,I recently purchased the mini and absolutely love it!,LAPTOP#GENERAL,positive
1134,300:04:00,It meets all my needs for work and pleasure while traveling.,LAPTOP#MISCELLANEOUS,positive
1135,300:04:00,It meets all my needs for work and pleasure while traveling.,LAPTOP#PORTABILITY,positive
1136,300:05:00,I am totally satisfied with my little toshie!,LAPTOP#GENERAL,positive
1137,175:00:00,From the moment I opened the box to the present it has been a great joy.,LAPTOP#GENERAL,positive
1138,175:01:00,"It is always reliable, never bugged and responds well.",LAPTOP#QUALITY,positive
1139,175:01:00,"It is always reliable, never bugged and responds well.",LAPTOP#OPERATION_PERFORMANCE,positive
1140,175:02:00,I love the operating system and the preloaded software.,OS#GENERAL,positive
1141,175:02:00,I love the operating system and the preloaded software.,SOFTWARE#GENERAL,positive
1144,288:02:00,This machine delivers.,LAPTOP#OPERATION_PERFORMANCE,positive
1146,288:04:00,It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.,LAPTOP#DESIGN_FEATURES,positive
1148,288:06:00,It is a bit heavy.,LAPTOP#DESIGN_FEATURES,negative
1149,288:07:00,It would be a load on long trips where a lot of walking is required.,LAPTOP#PORTABILITY,negative
1151,288:09:00,Had some trouble finding a case that it would fit in.,LAPTOP#DESIGN_FEATURES,negative
1152,288:10:00,"This is an over-sized, 18-inch laptop.",LAPTOP#DESIGN_FEATURES,negative
1155,288:13:00,It wouldn't fit in most 17-inch bags.,LAPTOP#DESIGN_FEATURES,negative
1156,288:14:00,I was disappointed when I realized that the keyboard doesn't light up on this model.,KEYBOARD#DESIGN_FEATURES,negative
1157,288:15:00,It also does not have bluetooth.,LAPTOP#DESIGN_FEATURES,negative
1159,288:17:00,You'll need to upgrade and pay a little more for them.,LAPTOP#DESIGN_FEATURES,negative
1161,288:19:00,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",LAPTOP#DESIGN_FEATURES,negative
1163,288:21:00,"Overall, still a very nice machine.",LAPTOP#GENERAL,positive
1164,288:22:00,Boots up fast and runs great!,LAPTOP#OPERATION_PERFORMANCE,positive
1165,288:23:00,I'm pleased.,LAPTOP#GENERAL,positive
1166,289:00:00,The acer one compuer is a great computer.,LAPTOP#GENERAL,positive
1167,289:01:00,I didn't want to buy a generic brand computer but it is really nice.,LAPTOP#GENERAL,positive
1169,289:02:00,"Its fast, has High definition quality in the videos.",LAPTOP#OPERATION_PERFORMANCE,positive
1170,289:02:00,"Its fast, has High definition quality in the videos.",DISPLAY#QUALITY,positive
1171,289:03:00,The pictures are clear as can be.,DISPLAY#QUALITY,positive
1172,289:04:00,"If I had to buy another computer, I would most definetly buy an acer one computer.",LAPTOP#GENERAL,positive
1173,289:04:00,"If I had to buy another computer, I would most definetly buy an acer one computer.",COMPANY#GENERAL,positive
1174,289:05:00,"Heck, if I had enough ' money, I would but it as a gift for someone.",LAPTOP#GENERAL,positive
1175,289:06:00,Im glad that it has such great features in it.,LAPTOP#DESIGN_FEATURES,positive
1176,289:07:00,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,LAPTOP#DESIGN_FEATURES,positive
1177,289:08:00,Clear picture on it and everything.,MULTIMEDIA_DEVICES#QUALITY,positive
1178,289:09:00,"The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.",LAPTOP#OPERATION_PERFORMANCE,negative
1179,289:09:00,"The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.",LAPTOP#GENERAL,positive
1180,289:10:00,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",DISPLAY#DESIGN_FEATURES,positive
1181,289:10:00,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",LAPTOP#PORTABILITY,negative
1182,289:11:00,Its good for playing my apps on Facebook or watching movies.,LAPTOP#MISCELLANEOUS,positive
1183,289:12:00,Im very happy with this computer!,LAPTOP#GENERAL,positive
1185,302:01:00,It's solid.,LAPTOP#QUALITY,positive
1186,302:02:00,Love the stability of the Mac software and operating system.,SOFTWARE#OPERATION_PERFORMANCE,positive
1187,302:02:00,Love the stability of the Mac software and operating system.,OS#OPERATION_PERFORMANCE,positive
1188,302:03:00,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,SOFTWARE#USABILITY,negative
1189,302:03:00,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,SOFTWARE#GENERAL,negative
1190,302:03:00,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,SOFTWARE#PRICE,negative
1191,302:04:00,It seems to be incompatible with everything else.,SOFTWARE#USABILITY,negative
1192,302:05:00,But the machine is awesome and iLife is great and I love Snow Leopard X.,LAPTOP#GENERAL,positive
1193,302:05:00,But the machine is awesome and iLife is great and I love Snow Leopard X.,SOFTWARE#GENERAL,positive
1194,302:05:00,But the machine is awesome and iLife is great and I love Snow Leopard X.,OS#GENERAL,positive
1195,303:00:00,i love to use it it is esay and light.,LAPTOP#GENERAL,positive
1196,303:00:00,i love to use it it is esay and light.,LAPTOP#USABILITY,positive
1197,303:00:00,i love to use it it is esay and light.,LAPTOP#DESIGN_FEATURES,positive
1198,303:01:00,this laptop is durable and it is easy to travel with.,LAPTOP#QUALITY,positive
1199,303:01:00,this laptop is durable and it is easy to travel with.,LAPTOP#PORTABILITY,positive
1200,303:02:00,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,LAPTOP#PORTABILITY,positive
1201,303:03:00,this laptop is great for work and doing my pictures.,LAPTOP#MISCELLANEOUS,positive
1202,303:04:00,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",LAPTOP#OPERATION_PERFORMANCE,positive
1203,303:05:00,the programs are esay to use and are quick to process this computer works like a charm.,SOFTWARE#USABILITY,positive
1204,303:05:00,the programs are esay to use and are quick to process this computer works like a charm.,SOFTWARE#OPERATION_PERFORMANCE,positive
1205,303:05:00,the programs are esay to use and are quick to process this computer works like a charm.,LAPTOP#OPERATION_PERFORMANCE,positive
1206,303:06:00,i can use it for all of my needs.,LAPTOP#GENERAL,positive
1207,303:07:00,i give this laptop a five star review i love it and it has done chams for me.,LAPTOP#GENERAL,positive
1208,303:08:00,if this computer every breaks down on me i will most definatly get the same one again.,LAPTOP#GENERAL,positive
1209,303:09:00,i think that anyone looking for a good durrable laptop then this is the way to go.,LAPTOP#QUALITY,positive
1210,303:09:00,i think that anyone looking for a good durrable laptop then this is the way to go.,LAPTOP#GENERAL,positive
1211,304:00:00,From the second you open the box you will fall in love with this computer!,LAPTOP#GENERAL,positive
1212,304:01:00,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS#OPERATION_PERFORMANCE,positive
1213,304:01:00,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS#QUALITY,positive
1214,304:02:00,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",MOUSE#DESIGN_FEATURES,positive
1215,304:02:00,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",MOUSE#USABILITY,positive
1216,304:02:00,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",COMPANY#GENERAL,positive
1218,304:04:00,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS#USABILITY,positive
1219,304:05:00,Apple continues to shine and provide a much more enjoyable computer experience!,COMPANY#GENERAL,positive
